date,sku_id,store_id,supplier_id,is_true_baseline,units_sold,promo_flag,stock_out_flag,stock_on_hand,lead_time_days,effective_price,price_index,promo_intensity,lag_units_7,lag_units_28,roll_mean_28d,lt_rolling_mean_30d,lt_rolling_std_30d,supplier_cv,stock_cover_days,required_safety_stock,safety_stock_gap,under_buffered_flag
2022-06-20,SKU0001,STORE0001,S014,1,177,0,0,313,7,6.24,1.0,0.0,17.0,101.0,175.17857142857142,6.846153846153846,1.7246329970051526,0.3103407898821775,1.833462063402139,621.25291293524,-308.25291293524003,1
2022-06-21,SKU0001,STORE0001,S046,1,241,0,0,226,7,6.24,1.0,0.0,219.0,159.0,177.89285714285714,7.125,0.9910312089651148,0.3098725276053832,1.167521643799626,502.1556461590704,-276.1556461590704,1
2022-06-22,SKU0001,STORE0001,S011,1,135,0,0,304,10,6.24,1.0,0.0,238.0,94.0,180.82142857142856,7.0,1.7888543819998317,0.3096178624491322,1.5453806698150407,699.1548737747305,-395.1548737747305,1
2022-06-23,SKU0001,STORE0001,S049,1,126,0,0,327,4,6.24,1.0,0.0,173.0,106.0,182.28571428571428,5.2,2.7748873851023217,0.3095444907552158,1.7966934247614024,896.7665986887612,-569.7665986887612,1
2022-06-24,SKU0001,STORE0001,S054,1,221,0,0,415,9,6.24,1.0,0.0,176.0,124.0,183.0,7.4,2.6076809620810595,0.305787461747223,2.367549655380939,850.3431040460313,-435.34310404603127,1
2022-06-25,SKU0001,STORE0001,S055,1,189,0,0,402,12,6.24,1.0,0.0,201.0,136.0,186.46428571428572,6.625,2.445841952609133,0.3126593008636436,2.2122519766007573,821.1612489751556,-419.1612489751555,1
2022-06-26,SKU0001,STORE0001,S036,1,295,0,0,272,8,6.24,1.0,0.0,171.0,95.0,188.3571428571429,6.111111111111111,1.90029237516523,0.304556316101683,1.5111027160960218,665.4646755896755,-393.4646755896755,1
2022-06-27,SKU0001,STORE0001,S059,0,295,1,0,196,5,4.992000000000001,0.8000000000000002,0.2,177.0,107.0,195.5,6.25,1.7122552910761235,0.3073502992299263,0.9913244658444644,663.2716044832431,-467.2716044832431,1
2022-06-28,SKU0001,STORE0001,S046,1,145,0,0,276,3,6.24,1.0,0.0,241.0,89.0,202.21428571428572,7.111111111111111,0.927960727138337,0.3098725276053832,1.2862789587531882,504.03202215673826,-228.03202215673824,1
2022-06-29,SKU0001,STORE0001,S051,1,106,0,0,423,7,6.24,1.0,0.0,135.0,267.0,204.21428571428572,6.416666666666667,2.108783937953269,0.3096633370683461,2.1059639105637453,783.6004974468324,-360.6004974468324,1
2022-06-30,SKU0001,STORE0001,S055,1,220,0,0,312,7,6.24,1.0,0.0,126.0,187.0,198.46428571428572,7.222222222222222,2.9059326290271157,0.3126593008636436,1.5860485821785946,1017.0913082075704,-705.0913082075705,1
2022-07-01,SKU0001,STORE0001,S060,0,286,1,0,211,8,4.992000000000001,0.8000000000000002,0.2,221.0,245.0,199.6428571428571,7.2,3.03315017762062,0.3097472067067326,1.0040740798650176,1118.340457242839,-907.340457242839,1
2022-07-02,SKU0001,STORE0001,S024,0,283,1,0,233,11,4.367999999999999,0.6999999999999998,0.3,189.0,242.0,201.1071428571429,6.0,1.5275252316519468,0.3111381463742503,1.0618441191999777,655.4422284392643,-422.44222843926434,1
2022-07-03,SKU0001,STORE0001,S002,1,92,0,0,249,10,6.24,1.0,0.0,295.0,168.0,202.57142857142856,5.857142857142857,1.0690449676496974,0.3090145913461446,1.0693205612000438,540.7767428184873,-291.77674281848726,1
2022-07-04,SKU0001,STORE0001,S032,0,367,1,0,311,4,4.367999999999999,0.6999999999999998,0.3,295.0,121.0,199.8571428571429,5.666666666666667,1.505545305418162,0.3112641384052953,1.5255706524214667,618.3399409882201,-307.33994098822006,1
2022-07-05,SKU0001,STORE0001,S059,1,129,0,0,286,8,6.24,1.0,0.0,145.0,207.0,208.6428571428571,6.153846153846154,1.6756169931378433,0.3073502992299263,1.3355508012971251,706.6679791378335,-420.6679791378335,1
2022-07-06,SKU0001,STORE0001,S059,0,424,1,0,352,10,5.304,0.85,0.15,106.0,179.0,205.8571428571429,6.285714285714286,1.6837947722821909,0.3073502992299263,1.6614891231127027,708.7764730983577,-356.77647309835766,1
2022-07-08,SKU0001,STORE0001,S007,1,51,0,0,202,5,6.24,1.0,0.0,286.0,168.0,212.42857142857144,5.777777777777778,2.279132388529557,0.3105578259739097,0.82208967754201,1013.077861779993,-811.077861779993,1
2022-07-09,SKU0001,STORE0001,S039,1,237,0,0,305,6,6.24,1.0,0.0,283.0,189.0,208.25,7.0,1.414213562373095,0.3090501345727116,1.437703660656145,686.0759104083799,-381.07591040837985,1
2022-07-10,SKU0001,STORE0001,S028,1,284,0,0,212,7,6.24,1.0,0.0,92.0,526.0,209.96428571428572,7.0,2.0,0.3083420165975531,1.0312666998840172,828.3242780690457,-616.3242780690457,1
2022-07-11,SKU0001,STORE0001,S006,1,128,0,0,355,8,6.24,1.0,0.0,367.0,17.0,201.32142857142856,6.166666666666667,2.2495790852081776,0.3102734775273436,1.5235986111647588,941.8008317165708,-586.8008317165707,1
2022-07-12,SKU0001,STORE0001,S010,1,107,0,0,414,10,6.24,1.0,0.0,129.0,219.0,205.28571428571428,5.875,2.0310096011589898,0.3081380225224308,2.081886082469413,747.8889136637356,-333.8889136637356,1
2022-07-13,SKU0001,STORE0001,S038,1,191,0,0,384,8,6.24,1.0,0.0,424.0,238.0,201.28571428571428,6.333333333333333,2.23606797749979,0.3087086212806351,1.962033770630369,807.1012086389135,-423.1012086389135,1
2022-07-14,SKU0001,STORE0001,S015,1,217,0,0,212,7,6.24,1.0,0.0,139.0,173.0,199.6071428571429,6.1,2.0248456731316584,0.3079336690316962,1.3051810586918111,647.2172728149467,-435.2172728149467,1
2022-07-15,SKU0001,STORE0001,S014,1,208,0,0,421,7,6.24,1.0,0.0,51.0,176.0,201.17857142857144,6.857142857142857,1.65748386032949,0.3103407898821775,2.4255004292156337,604.0201078910475,-183.02010789104747,1
2022-07-16,SKU0001,STORE0001,S053,1,173,0,0,356,7,6.24,1.0,0.0,237.0,201.0,202.32142857142856,6.7,2.359378449224852,0.3087142855453137,1.81631726368743,847.4040891947176,-491.4040891947176,1
2022-07-18,SKU0001,STORE0001,S005,1,169,0,0,356,6,6.24,1.0,0.0,128.0,177.0,201.78571428571428,7.5,2.7386127875258306,0.3101469645164297,2.0629019533827204,871.9854788829075,-515.9854788829075,1
2022-07-19,SKU0001,STORE0001,S049,1,214,0,0,233,5,6.24,1.0,0.0,107.0,241.0,201.5,5.0,2.5298221281347035,0.3095444907552158,1.305837357196557,810.227118404438,-577.227118404438,1
2022-07-20,SKU0001,STORE0001,S013,1,196,0,0,285,3,6.24,1.0,0.0,191.0,135.0,200.53571428571428,6.142857142857143,1.3451854182690983,0.3087047329885402,1.4712313432010309,555.8595001710358,-270.85950017103585,1
2022-07-21,SKU0001,STORE0001,S018,1,182,0,0,275,8,6.24,1.0,0.0,217.0,126.0,202.71428571428572,6.5,1.51657508881031,0.3110723409070097,1.414393900986549,604.2776097072749,-329.2776097072749,1
2022-07-22,SKU0001,STORE0001,S037,1,253,0,0,273,7,6.24,1.0,0.0,208.0,221.0,204.71428571428572,6.4,2.0632844828435215,0.3084542729455699,1.4411688626078143,734.0035659398661,-461.0035659398661,1
2022-07-23,SKU0001,STORE0001,S023,1,255,0,0,253,10,6.24,1.0,0.0,173.0,189.0,205.8571428571429,6.3076923076923075,1.1821319289469756,0.3074041161280592,1.2917512456172724,518.0084536435484,-265.00845364354836,1
2022-07-24,SKU0001,STORE0001,S011,0,478,1,0,233,9,4.992000000000001,0.8000000000000002,0.2,184.0,295.0,208.21428571428572,7.428571428571429,1.9880595947760096,0.3096178624491322,1.1224997539585149,780.537978783929,-547.537978783929,1
2022-07-26,SKU0001,STORE0001,S003,1,172,0,0,243,7,6.24,1.0,0.0,214.0,145.0,208.92857142857144,6.416666666666667,1.9752253419585195,0.3112102997232034,0.9947327700997716,894.8434688639261,-651.8434688639261,1
2022-07-27,SKU0001,STORE0001,S037,1,231,0,0,214,6,6.24,1.0,0.0,196.0,106.0,209.8928571428571,6.4375,1.998958061924595,0.3084542729455699,0.8980777658606949,885.0577929477345,-671.0577929477345,1
2022-07-28,SKU0001,STORE0001,S056,1,185,0,0,344,9,6.24,1.0,0.0,182.0,220.0,214.3571428571429,7.0,3.082207001484488,0.3101551934335325,1.4139695256684206,1305.0798592442925,-961.0798592442924,1
2022-07-29,SKU0001,STORE0001,S056,1,122,0,0,402,2,6.24,1.0,0.0,253.0,286.0,213.1071428571429,7.333333333333333,2.8751811537130436,0.3101551934335325,1.6494656821455012,1232.0648990868103,-830.0648990868103,1
2022-07-30,SKU0001,STORE0001,S050,1,250,0,0,395,4,6.24,1.0,0.0,255.0,283.0,207.25,6.0,1.4142135623730951,0.3116418514693667,1.7555477531210972,652.024594053016,-257.024594053016,1
2022-07-31,SKU0001,STORE0001,S052,1,186,0,0,232,6,6.24,1.0,0.0,478.0,92.0,206.07142857142856,6.777777777777778,1.201850425154663,0.3097156951286978,1.0343902925273585,603.309248029983,-371.309248029983,1
2022-08-01,SKU0001,STORE0001,S017,1,77,0,0,259,5,6.24,1.0,0.0,132.0,367.0,209.42857142857144,6.0,2.6832815729997477,0.3056916624951722,1.41861507800818,890.3112956851048,-631.3112956851048,1
2022-08-02,SKU0001,STORE0001,S003,1,197,0,0,264,7,6.24,1.0,0.0,172.0,129.0,199.07142857142856,6.461538461538462,1.8980421761815784,0.3112102997232034,1.5110297815139242,665.3338587748716,-401.3338587748716,1
2022-08-03,SKU0001,STORE0001,S043,1,125,0,0,292,8,6.24,1.0,0.0,231.0,424.0,201.5,6.066666666666666,2.520393015460278,0.3082406769329207,1.6378113263787784,825.3100612389356,-533.3100612389356,1
2022-08-04,SKU0001,STORE0001,S004,1,205,0,0,287,7,6.24,1.0,0.0,185.0,139.0,190.82142857142856,6.857142857142857,2.6095064302514777,0.3096189678597921,1.7591836127099043,780.7554665838614,-493.75546658386145,1
2022-08-05,SKU0001,STORE0001,S053,0,278,1,0,370,8,5.304,0.85,0.15,122.0,51.0,193.17857142857144,6.7272727272727275,2.2401298663653004,0.3087142855453137,2.2289022355287016,699.0235461069283,-329.0235461069283,1
2022-08-06,SKU0001,STORE0001,S014,1,203,0,0,307,10,6.24,1.0,0.0,250.0,237.0,201.28571428571428,6.866666666666666,1.5976172734359606,0.3103407898821775,1.6304920990556195,592.0694813516193,-285.0694813516193,1
2022-08-07,SKU0001,STORE0001,S031,1,24,0,0,395,11,6.24,1.0,0.0,186.0,284.0,200.07142857142856,5.625,2.7222627143085005,0.3111676780723122,2.175440418502809,865.8908697804644,-470.8908697804644,1
2022-08-08,SKU0001,STORE0001,S056,1,162,0,0,298,8,6.24,1.0,0.0,77.0,128.0,190.78571428571428,6.571428571428571,3.309438162646486,0.3101551934335325,1.880961977697165,928.1914939107762,-630.1914939107762,1
2022-08-09,SKU0001,STORE0001,S044,1,233,0,0,405,4,6.24,1.0,0.0,197.0,107.0,192.0,6.555555555555555,1.7400510848184252,0.3084681754509043,2.3743579392750624,592.1104243595943,-187.11042435959428,1
2022-08-10,SKU0001,STORE0001,S005,0,208,1,0,195,6,5.304,0.85,0.15,125.0,191.0,196.5,7.285714285714286,2.563479777846623,0.3101469645164297,1.1097497819118105,819.1438786848624,-624.1438786848624,1
2022-08-11,SKU0001,STORE0001,S060,0,342,1,0,390,6,4.367999999999999,0.6999999999999998,0.3,205.0,217.0,197.1071428571429,7.333333333333333,2.7325202042558927,0.3097472067067326,2.0791968359650785,913.5949035006606,-523.5949035006606,1
2022-08-12,SKU0001,STORE0001,S060,1,158,0,0,344,6,6.24,1.0,0.0,278.0,208.0,201.57142857142856,7.142857142857143,2.544836041121407,0.3097472067067326,1.6606816380886438,941.9755770996844,-597.9755770996845,1
2022-08-13,SKU0001,STORE0001,S031,0,582,1,0,420,5,4.992000000000001,0.8000000000000002,0.2,203.0,173.0,199.78571428571428,6.222222222222222,3.1135902820449006,0.3111676780723122,2.2105146815016763,1033.3585623712256,-613.3585623712256,1
2022-08-14,SKU0001,STORE0001,S032,0,467,1,0,134,6,5.6160000000000005,0.9,0.1,24.0,184.0,214.3928571428571,5.428571428571429,1.5118578920369088,0.3112641384052953,0.5488567337641098,739.9902335254642,-605.9902335254642,1
2022-08-15,SKU0001,STORE0001,S024,1,194,0,0,410,6,6.24,1.0,0.0,162.0,169.0,224.5,6.625,2.2638462845343543,0.3111381463742503,1.3336387846322062,1254.7572600073856,-844.7572600073856,1
2022-08-16,SKU0001,STORE0001,S034,1,205,0,0,361,8,6.24,1.0,0.0,233.0,214.0,225.3928571428571,7.0,1.511857892036909,0.3083804457553219,1.1570475735654695,935.0942597795256,-574.0942597795257,1
2022-08-17,SKU0001,STORE0001,S036,1,146,0,0,315,7,6.24,1.0,0.0,208.0,196.0,225.07142857142856,6.3,1.8885620632287057,0.304556316101683,1.0227239521949605,1078.4767810435233,-763.4767810435233,1
2022-08-18,SKU0001,STORE0001,S023,1,176,0,0,311,9,6.24,1.0,0.0,342.0,182.0,223.28571428571428,6.571428571428571,1.5045717874984443,0.3074041161280592,1.039633582886781,898.5623041177507,-587.5623041177507,1
2022-08-19,SKU0001,STORE0001,S025,1,62,0,0,329,7,6.24,1.0,0.0,158.0,253.0,223.07142857142856,6.444444444444445,2.603416558635552,0.3052289813924146,1.1944977378194166,1284.9629990717133,-955.9629990717132,1
2022-08-20,SKU0001,STORE0001,S010,1,283,0,0,510,8,6.24,1.0,0.0,582.0,255.0,216.25,6.333333333333333,2.3452078799117144,0.3081380225224308,1.9486825104925911,1134.793117803418,-624.793117803418,1
2022-08-21,SKU0001,STORE0001,S046,1,240,0,0,266,7,6.24,1.0,0.0,467.0,478.0,217.25,6.7,1.567021236472421,0.3098725276053832,1.2146063259985114,774.546527478606,-508.546527478606,1
2022-08-22,SKU0001,STORE0001,S029,1,151,0,0,382,8,6.24,1.0,0.0,194.0,132.0,208.75,6.833333333333333,1.6966991126265962,0.3115503492149712,2.047462226465861,713.9881946470684,-331.98819464706844,1
2022-08-23,SKU0001,STORE0001,S017,1,119,0,0,252,8,6.24,1.0,0.0,205.0,172.0,209.42857142857144,5.857142857142857,2.4784787961282104,0.3056916624951722,1.3966668434933458,863.732647702962,-611.732647702962,1
2022-08-24,SKU0001,STORE0001,S035,1,91,0,0,325,5,6.24,1.0,0.0,146.0,231.0,207.53571428571428,6.444444444444445,1.5898986690282426,0.3110709114976189,1.9328687085123537,648.6234572352389,-323.6234572352389,1
2022-08-25,SKU0001,STORE0001,S001,1,177,0,0,278,5,6.24,1.0,0.0,176.0,185.0,202.53571428571428,7.0,1.683250823060346,0.3097174709269413,1.7343920314222638,672.699187944905,-394.699187944905,1
2022-08-26,SKU0001,STORE0001,S025,1,130,0,0,382,8,6.24,1.0,0.0,62.0,122.0,202.25,6.5,2.4608038433722337,0.3052289813924146,2.3811071524932617,812.8438080505624,-430.8438080505624,1
2022-08-27,SKU0001,STORE0001,S026,1,198,0,0,276,9,6.24,1.0,0.0,283.0,250.0,202.53571428571428,6.785714285714286,1.6256866681058633,0.3104833780269682,1.6221567127649124,673.9795009377821,-397.97950093778206,1
2022-08-28,SKU0001,STORE0001,S007,1,141,0,0,318,8,6.24,1.0,0.0,240.0,186.0,200.67857142857144,5.7,2.1628170930011112,0.3105578259739097,2.012645489585509,723.3180887965938,-405.31808879659377,1
2022-08-29,SKU0001,STORE0001,S005,1,199,0,0,98,7,6.24,1.0,0.0,151.0,77.0,199.07142857142856,7.125,2.416461403433896,0.3101469645164297,0.6812266448991913,766.7664067236882,-668.7664067236882,1
2022-08-30,SKU0001,STORE0001,S045,1,211,0,0,409,8,6.24,1.0,0.0,119.0,197.0,203.42857142857144,5.6,2.5099800796022267,0.3114594527853183,2.71372607006399,764.4590842939365,-355.4590842939365,1
2022-08-31,SKU0001,STORE0001,S059,1,205,0,0,390,4,6.24,1.0,0.0,91.0,125.0,203.92857142857144,6.533333333333333,1.8847761013926696,0.3073502992299263,2.380107532037729,697.8105031956029,-307.8105031956029,1
2022-09-02,SKU0001,STORE0001,S012,1,71,0,0,229,7,6.24,1.0,0.0,130.0,278.0,207.28571428571428,6.714285714285714,1.7994708216848745,0.310784030916961,1.2302313034388916,731.2632479276389,-502.2632479276389,1
2022-09-03,SKU0001,STORE0001,S058,1,129,0,0,303,8,6.24,1.0,0.0,198.0,203.0,199.8928571428571,6.4,2.073644135332772,0.3081638585098428,1.7049743289225865,772.0458221570816,-469.0458221570816,1
2022-09-04,SKU0001,STORE0001,S027,1,176,0,0,249,4,6.24,1.0,0.0,141.0,24.0,197.25,6.6,2.3664319132398464,0.307628289113354,1.4833954180698496,816.1986988582237,-567.1986988582237,1
2022-09-05,SKU0001,STORE0001,S051,1,129,0,0,269,7,6.24,1.0,0.0,199.0,162.0,202.67857142857144,6.461538461538462,2.0254787341673333,0.3096633370683461,1.5561893443591648,738.6320132095485,-469.6320132095485,1
2022-09-06,SKU0001,STORE0001,S048,1,134,0,0,331,5,6.24,1.0,0.0,211.0,233.0,201.5,6.4375,1.8246004128758344,0.3102185270687608,2.032443660433664,673.7000918364445,-342.70009183644447,1
2022-09-07,SKU0001,STORE0001,S009,1,115,0,0,315,10,6.24,1.0,0.0,205.0,208.0,197.96428571428572,7.8,1.4832396974191326,0.3124787998854249,2.074304308438232,631.9130511524801,-316.9130511524801,1
2022-09-08,SKU0001,STORE0001,S047,1,138,0,0,337,10,6.24,1.0,0.0,219.0,342.0,194.6428571428571,6.555555555555555,1.6666666666666667,0.3084207457711594,2.42444298961878,608.2064317083705,-271.2064317083705,1
2022-09-09,SKU0001,STORE0001,S003,0,275,1,0,377,10,4.367999999999999,0.6999999999999998,0.3,71.0,158.0,187.3571428571429,6.5,1.829249530860633,0.3112102997232034,2.958496962467783,597.2665162048793,-220.26651620487928,1
2022-09-10,SKU0001,STORE0001,S042,1,97,0,0,275,4,6.24,1.0,0.0,129.0,582.0,191.53571428571428,7.333333333333333,1.2110601416389966,0.3102639347664808,1.7563756435862177,581.4959126221427,-306.49591262214267,1
2022-09-11,SKU0001,STORE0001,S015,1,109,0,0,268,6,6.24,1.0,0.0,176.0,467.0,174.21428571428572,6.181818181818182,1.9400093720485896,0.3079336690316962,1.7631462950901635,586.992147509739,-318.99214750973897,1
2022-09-12,SKU0001,STORE0001,S059,1,72,0,0,258,4,6.24,1.0,0.0,129.0,194.0,161.42857142857142,6.375,1.9278658321228337,0.3073502992299263,1.8114215848033164,511.0253628435556,-253.02536284355557,1
2022-09-13,SKU0001,STORE0001,S004,1,150,0,0,401,6,6.24,1.0,0.0,134.0,205.0,157.07142857142858,6.875,2.416461403433896,0.3096189678597921,2.9861479754937994,592.7713066075795,-191.7713066075795,1
2022-09-14,SKU0001,STORE0001,S025,1,85,0,0,155,8,6.24,1.0,0.0,115.0,146.0,155.10714285714286,6.636363636363637,2.377928816122437,0.3052289813924146,1.1349289283446669,589.9296734886415,-434.9296734886414,1
2022-09-15,SKU0001,STORE0001,S038,0,27,0,1,437,4,6.24,1.0,0.0,138.0,176.0,152.92857142857142,6.5,2.173067468400883,0.3087086212806351,3.30343075160339,536.367003021506,-99.36700302150598,1
2022-09-16,SKU0001,STORE0001,S054,0,95,1,0,332,9,4.367999999999999,0.6999999999999998,0.3,275.0,62.0,147.60714285714286,7.666666666666667,2.422120283277993,0.305787461747223,2.85150925084079,549.2834499135422,-217.2834499135422,1
2022-09-17,SKU0001,STORE0001,S024,1,105,0,0,269,6,6.24,1.0,0.0,97.0,283.0,148.78571428571428,6.555555555555555,2.1278575558006176,0.3111381463742503,2.96532164212363,413.8262227329362,-144.82622273293617,1
2022-09-18,SKU0001,STORE0001,S005,0,153,1,0,173,2,5.6160000000000005,0.9,0.1,109.0,240.0,142.42857142857142,7.111111111111111,2.260776661041756,0.3101469645164297,1.883338750589029,425.19140210502405,-252.19140210502405,1
2022-09-19,SKU0001,STORE0001,S028,1,93,0,0,312,6,6.24,1.0,0.0,72.0,151.0,139.32142857142858,7.0,1.9215378456610457,0.3083420165975531,3.179006909682143,390.35732152278666,-78.35732152278666,1
2022-09-20,SKU0001,STORE0001,S021,1,120,0,0,197,9,6.24,1.0,0.0,150.0,119.0,137.25,6.666666666666667,1.5811388300841898,0.3092303186261287,1.9477208558672443,351.8612888364286,-154.86128883642863,1
2022-09-21,SKU0001,STORE0001,S032,0,84,1,0,407,7,5.6160000000000005,0.9,0.1,85.0,91.0,137.28571428571428,5.5,1.4142135623730951,0.3112641384052953,4.202021513052225,309.4501508875925,97.54984911240751,0
2022-09-22,SKU0001,STORE0001,S044,1,89,0,0,457,4,6.24,1.0,0.0,27.0,177.0,137.03571428571428,6.3,1.8287822299126937,0.3084681754509043,4.7252096359417255,369.8456922801917,87.15430771980829,0
2022-09-23,SKU0001,STORE0001,S006,1,146,0,0,394,5,6.24,1.0,0.0,95.0,130.0,133.89285714285714,6.3076923076923075,2.213015114597254,0.3102734775273436,3.732035014553313,447.840379489948,-53.84037948994796,1
2022-09-24,SKU0001,STORE0001,S011,0,147,1,0,200,9,5.6160000000000005,0.9,0.1,105.0,198.0,134.46428571428572,7.625,1.9226098333849673,0.3096178624491322,1.772136196261552,437.1255074149709,-237.1255074149709,1
2022-09-25,SKU0001,STORE0001,S008,1,141,0,0,345,4,6.24,1.0,0.0,153.0,141.0,132.64285714285714,6.0,1.5275252316519468,0.3054273182188654,2.902619809689101,369.91263350765865,-24.912633507658654,1
2022-09-26,SKU0001,STORE0001,S008,1,119,0,0,451,7,6.24,1.0,0.0,93.0,199.0,132.64285714285714,5.75,1.58113883008419,0.3054273182188654,3.849967134426901,372.1957148904634,78.80428510953658,0
2022-09-27,SKU0001,STORE0001,S036,1,110,0,0,175,7,6.24,1.0,0.0,120.0,211.0,129.78571428571428,6.363636363636363,1.8040358795061295,0.304556316101683,1.4479785628251305,420.1373380816565,-245.13733808165648,1
2022-09-28,SKU0001,STORE0001,S028,1,99,0,0,200,8,6.24,1.0,0.0,84.0,205.0,126.17857142857144,6.933333333333334,1.8695555876298773,0.3083420165975531,1.6746271263278896,427.13495929987545,-227.13495929987545,1
2022-09-29,SKU0001,STORE0001,S004,1,103,0,0,267,7,6.24,1.0,0.0,89.0,219.0,122.39285714285714,6.777777777777778,2.279132388529557,0.3096189678597921,2.196221652700859,500.66625895331543,-233.66625895331543,1
2022-09-30,SKU0001,STORE0001,S054,1,160,0,0,270,4,6.24,1.0,0.0,146.0,71.0,118.25,7.857142857142857,2.2677868380553634,0.305787461747223,2.184953416561947,504.59129117929615,-234.59129117929615,1
2022-10-01,SKU0001,STORE0001,S042,1,124,0,0,284,9,6.24,1.0,0.0,147.0,129.0,121.42857142857144,6.857142857142857,1.6761634196950514,0.3102639347664808,2.2616429675759124,394.58001594971887,-110.58001594971888,1
2022-10-02,SKU0001,STORE0001,S005,1,142,0,0,257,5,6.24,1.0,0.0,141.0,176.0,121.25,6.6,2.6749870196985173,0.3101469645164297,2.101618327887506,570.1303308548969,-313.1303308548969,1
2022-10-03,SKU0001,STORE0001,S035,0,19,1,1,276,5,4.367999999999999,0.6999999999999998,0.3,119.0,129.0,120.03571428571428,6.3,1.567021236472421,0.3110709114976189,2.254357315634528,361.5895568298651,-85.58955682986516,1
2022-10-04,SKU0001,STORE0001,S006,1,68,0,0,346,7,6.24,1.0,0.0,110.0,134.0,116.10714285714286,6.214285714285714,2.1547290184283363,0.3102734775273436,3.1994420130857444,428.98557096866034,-82.98557096866034,1
2022-10-05,SKU0001,STORE0001,S058,0,155,1,0,324,6,4.992000000000001,0.8000000000000002,0.2,99.0,115.0,113.75,6.666666666666667,1.96638416050035,0.3081638585098428,3.1719969175126956,387.1751612993928,-63.175161299392755,1
2022-10-06,SKU0001,STORE0001,S008,1,104,0,0,180,10,6.24,1.0,0.0,103.0,138.0,115.17857142857144,5.888888888888889,1.536590742882148,0.3054273182188654,1.634226407801745,338.1675732702487,-158.16757327024868,1
2022-10-07,SKU0001,STORE0001,S043,1,82,0,0,396,8,6.24,1.0,0.0,160.0,275.0,113.96428571428572,6.1875,2.482438317461282,0.3082406769329207,3.590641017503727,491.9442496660532,-95.94424966605322,1
2022-10-08,SKU0001,STORE0001,S047,1,79,0,0,230,5,6.24,1.0,0.0,124.0,97.0,107.07142857142856,6.9,1.9119507199599983,0.3084207457711594,2.3198613270471333,349.1169538482564,-119.1169538482564,1
2022-10-09,SKU0001,STORE0001,S009,1,177,0,0,341,2,6.24,1.0,0.0,142.0,109.0,106.42857142857144,8.166666666666666,1.6020819787597222,0.3124787998854249,3.677926432226463,298.49232273900594,42.50767726099406,0
2022-10-10,SKU0001,STORE0001,S056,1,167,0,0,218,6,6.24,1.0,0.0,19.0,72.0,108.85714285714286,6.75,3.1052950170405937,0.3101551934335325,2.2309713204689428,527.1915108831232,-309.1915108831232,1
2022-10-11,SKU0001,STORE0001,S043,0,233,1,0,296,4,5.304,0.85,0.15,68.0,150.0,112.25,6.294117647058823,2.443478715948661,0.3082406769329207,2.4903636628057213,506.10177949324816,-210.10177949324816,1
2022-10-12,SKU0001,STORE0001,S046,1,151,0,0,291,6,6.24,1.0,0.0,155.0,85.0,115.21428571428572,6.7272727272727275,1.489356175728901,0.3098725276053832,2.0431150433246708,399.4907537094189,-108.49075370941893,1
2022-10-13,SKU0001,STORE0001,S042,1,75,0,0,380,5,6.24,1.0,0.0,104.0,27.0,117.57142857142856,7.125,1.726888200533797,0.3102639347664808,2.6787323755018844,450.3457405831731,-70.3457405831731,1
2022-10-14,SKU0001,STORE0001,S050,0,162,1,0,152,7,5.304,0.85,0.15,82.0,95.0,119.28571428571428,5.833333333333333,1.4668044012461754,0.3116418514693667,1.1037264252230532,373.5830614975315,-221.5830614975315,1
2022-10-15,SKU0001,STORE0001,S015,0,380,1,0,371,8,4.367999999999999,0.6999999999999998,0.3,79.0,105.0,121.67857142857144,6.166666666666667,1.850470865548124,0.3079336690316962,2.487531213871171,487.9924397387783,-116.99243973877827,1
2022-10-16,SKU0001,STORE0001,S056,1,131,0,0,132,7,6.24,1.0,0.0,177.0,153.0,131.5,6.666666666666667,2.9154759474226504,0.3101551934335325,0.6869852721956093,964.6084194663288,-832.6084194663287,1
2022-10-17,SKU0001,STORE0001,S044,1,99,0,0,199,5,6.24,1.0,0.0,167.0,93.0,130.71428571428572,6.090909090909091,1.8683974659876548,0.3084681754509043,1.0723575777497734,629.7133871957982,-430.7133871957982,1
2022-10-18,SKU0001,STORE0001,S040,1,50,0,0,322,11,6.24,1.0,0.0,233.0,120.0,130.92857142857142,8.857142857142858,1.6761634196950514,0.3095310466806659,1.831021269578483,580.4127213931521,-258.4127213931521,1
2022-10-19,SKU0001,STORE0001,S055,1,130,0,0,206,9,6.24,1.0,0.0,151.0,84.0,128.42857142857142,7.2,2.7406406388125957,0.3126593008636436,1.3759450080009006,737.8694086105381,-531.8694086105381,1
2022-10-20,SKU0001,STORE0001,S039,0,131,1,0,344,9,4.992000000000001,0.8000000000000002,0.2,75.0,89.0,130.07142857142858,6.928571428571429,1.384768001357057,0.3090501345727116,2.3446773001547214,440.22513773641293,-96.22513773641292,1
2022-10-21,SKU0001,STORE0001,S060,1,163,0,0,313,6,6.24,1.0,0.0,162.0,146.0,131.57142857142858,7.0,2.390457218668787,0.3097472067067326,2.023070949679919,673.3591677153847,-360.35916771538473,1
2022-10-22,SKU0001,STORE0001,S015,1,133,0,0,310,8,6.24,1.0,0.0,380.0,147.0,132.17857142857142,6.3076923076923075,1.8432134703923733,0.3079336690316962,2.001832091490184,543.4285106126205,-233.42851061262047,1
